product_id,bluetooth,color,cpu,front_cam,gpu,link,name,os,pin,port,price,ram,rear_cam,resolution,rom,screensize,screentech,sim,size,status,tech,weight,wifi,bluetoorh
0,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-64gb-2019,iPhone 11 64GB,,,,15650000,4GB,12 MP,,64GB,6.1 inch,"IPS LCD , es",,,mới,,,,
1,,ngẫu nhiên,Apple A14 Bionic,,,https://didongthongminh.vn/iphone-12-pro-max-128gb-chinh-hang,iPhone 12 Pro Max 128GB,,,,28950000,6GB,,,128GB,6.7 inch,Super Retina XDR OLED ,,,mới,,,,
2,,ngẫu nhiên,Apple A14 Bionic,,,https://didongthongminh.vn/iphone-12-64gb-hang-chinh-hang-vna,iPhone 12 64GB,,,,19750000,4GB,,,64GB,,Full HD+,,,mới,,,,
3,,ngẫu nhiên,Apple A14 Bionic,,,https://didongthongminh.vn/iphone-12-pro-128gb-chinh-hang,iPhone 12 Pro 128GB,,,,26490000,6GB,,,128GB,6.1 inch,Super Retina XDR OLED ,,,mới,,,,
4,,ngẫu nhiên,Apple A14 Bionic,,,https://didongthongminh.vn/iphone-12-pro-max-256gb-chinh-hang-vn-a,iPhone 12 Pro Max 256GB,,,,31690000,6GB,,,256GB,6.7 inch,Super Retina XDR OLED ,,,mới,,,,
5,,ngẫu nhiên,Apple A12 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-xr-64gb-moi-chinh-hang,iPhone XR 64Gb,,,,11650000,3GB,12 MP,,64GB,6.1 inch,"IPS LCD , es",,,mới,,,,
6,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-128gb-chinh-hang-vn-a,iPhone 11 128GB,,,,17390000,4GB,12 MP,,128GB,6.1 inch,"IPS LCD , es",,,mới,,,,
7,,ngẫu nhiên,Apple A14 Bionic,,,https://didongthongminh.vn/iphone-12-mini-64gb-chinh-hang,iPhone 12 Mini 64GB,,,,15890000,4GB,,,64GB,5.4 inch,"IPS LCD, ",,,mới,,,,
8,,ngẫu nhiên,Apple A14 Bionic,,,https://didongthongminh.vn/iphone-12-pro-256gb-chinh-hang-vn-a,iPhone 12 Pro 256GB,,,,28290000,6GB,,,256GB,6.1 inch,Super Retina XDR OLED ,,,mới,,,,
9,,ngẫu nhiên,Apple A14 Bionic,,,https://didongthongminh.vn/iphone-12-128gb-chinh-hang-vn-a,iPhone 12 128GB,,,,21350000,4GB,,,128GB,6.1 inch,Super Retina XDR OLED ,,,mới,,,,
10,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-pro-max-cu-64gb,iPhone 11 Pro Max cũ 64Gb,,,,20590000,4GB,,,64GB,6.5 inch, OLED,,,cũ,,,,
11,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-cu-64gb,iPhone 11 64GB,,,,13490000,4GB,12 MP,,64GB,6.1 inch,"IPS LCD , es",,,cũ,,,,
12,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-pro-64gb-moi-tran-tbh-chua-active-eu,iPhone 11 Pro 64Gb,,,,17590000,4GB,,,64GB,5.8 inch, OLED,,,mới,,,,
13,,ngẫu nhiên,Apple A12 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-xs-max-64gb-cu-nguyen-ban,iPhone Xs Max Cũ 64GB,,,,11990000,4GB,12 MP,,64GB,"6.5""", Super Retina HD,,,cũ,,,,
14,,ngẫu nhiên,Apple A10 Fusion,,,https://didongthongminh.vn/iphone-7-plus-32gb-cu-nguyen-ban,iPhone 7 Plus Cũ 32Gb,,,,5790000,3GB,12 MP,,32GB,"5.5""","IPS LCD, , Full HD",,,cũ,,,,
15,,ngẫu nhiên,Apple A12 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-xs-64gb-cu-dep-nhu-moi,iPhone XS Cũ 64Gb,,,,9690000,4GB,12 MP,,64GB,"5.8""", Super Retina HD,,,cũ,,,,
16,,ngẫu nhiên,Apple A11 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-8-64gb-cu,iPhone 8 Cũ 64Gb,,,,4590000,2GB,12 MP,,64GB,"4.7""","IPS LCD, , qHD",,,cũ,,,,
17,,ngẫu nhiên,Apple A11 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-8-plus-cu-p2372,iPhone 8 Plus Cũ 64Gb,,,,6990000,3GB,12 MP,,64GB,"5.5""","IPS LCD, , Retina HD",,,cũ,,,,
18,,ngẫu nhiên,Apple A10 Fusion,7.0 MP,,https://didongthongminh.vn/iphone-7-cu-32gb-nguyen-ban,iPhone 7 32Gb,,,,3390000,2GB,12 MP,,32GB,"4.7""","IPS LCD, , HD",,,cũ,,,,
19,,ngẫu nhiên,,,,https://didongthongminh.vn/iphone-13,iPhone 13,,,,0,6GB,,,128GB,,Đang cập nhật,,,mới,,,,
20,,ngẫu nhiên,,,,https://didongthongminh.vn/iphone-12-pro-max-128gb-chinh-hang-vn-a,iPhone 13 Pro Max,,,,0,6GB,,,128GB,6.7 inch,Super Retina XDR OLED ,,,mới,,,,
21,,ngẫu nhiên,Apple A14 Bionic,,,https://didongthongminh.vn/iphone-12-256gb-chinh-hang-vn-a,iPhone 12 256GB,,,,23890000,4GB,,,256GB,6.1 inch,Super Retina XDR OLED ,,,mới,,,,
22,,ngẫu nhiên,Apple A14 Bionic,,,https://didongthongminh.vn/iphone-12-pro-512gb-chinh-hang-vn-a,iPhone 12 Pro 512GB,,,,33590000,6GB,,,512GB,6.1 inch,Super Retina XDR OLED ,,,mới,,,,
23,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-256gb-chinh-hang-vn-a,iPhone 11 256GB,,,,19690000,4GB,12 MP,,256GB,6.1 inch,"IPS LCD , es",,,mới,,,,
24,,ngẫu nhiên,Apple A13 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-se-2020,iPhone SE 64GB,,,,10990000,3GB,12 MP,,64GB,"4,7""",IPS LCD  HD+,,,mới,,,,
25,,ngẫu nhiên,Apple A14 Bionic,,,https://didongthongminh.vn/iphone-12-pro-max-512gb-chinh-hang-vn-a,iPhone 12 Pro Max 512GB,,,,36990000,6GB,,,512GB,6.7 inch,Super Retina XDR OLED ,,,mới,,,,
26,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-pro-max-64gb-moi,iPhone 11 Pro Max 64GB,,,,24890000,4GB,,,64GB,6.5 inch, OLED,,,mới,,,,
27,,ngẫu nhiên,Apple A9,5.0 MP,,https://didongthongminh.vn/iphone-6s-16gb-cu-nguyen-ban,iPhone 6S Cũ 16GB,,,,2690000,2GB,12 MP,,16GB,"4.7""","IPS LCD, , HD",,,cũ,,,,
28,,ngẫu nhiên,Apple A14 Bionic,,,https://didongthongminh.vn/iphone-12-pro-max-128gb-chinh-hang-da-kich-hoat,iPhone 12 Pro Max 128GB,,,,24990000,6GB,,,128GB,6.7 inch,Super Retina XDR OLED ,,,mới,,,,
29,,ngẫu nhiên,Apple A14 Bionic,,,https://didongthongminh.vn/iphone-12-mini-128gb-chinh-hang-vn-a,iPhone 12 Mini 128GB,,,,17890000,4GB,,,128GB,5.4 inch,"IPS LCD, ",,,mới,,,,
30,,ngẫu nhiên,Apple A14 Bionic,,,https://didongthongminh.vn/iphone-12-mini-256gb-chinh-hang-vn-a,iPhone 12 Mini 256GB,,,,22190000,4GB,,,256GB,5.4 inch,"IPS LCD, ",,,mới,,,,
31,,ngẫu nhiên,Apple A13 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-se-256gb-2020-chinh-hang-vn-a,iPhone SE 256GB,,,,15490000,3GB,12 MP,,256GB,"4,7""",IPS LCD  HD+,,,mới,,,,
32,,ngẫu nhiên,Apple A13 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-se-128gb-2020-chinh-hang-vn-a,iPhone SE 128GB,,,,12490000,3GB,12 MP,,128GB,"4,7""",IPS LCD  HD+,,,mới,,,,
33,,ngẫu nhiên,Apple A9,1.2 MP,,https://didongthongminh.vn/iphone-se-cu-p2365,iPhone SE Cũ 16Gb,,,,2190000,2GB,12 MP,,16GB,"4.0""","IPS LCD, , DVGA",,,cũ,,,,
34,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-pro-cu-64gb,iPhone 11 Pro 64Gb,,,,16690000,4GB,,,64GB,5.8 inch, OLED,,,cũ,,,,
35,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-pro-cu-256gb,iPhone 11 Pro Cũ 256Gb,,,,17890000,4GB,,,256GB,5.8 inch, OLED,,,cũ,,,,
36,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-pro-512gb-cu,iPhone 11 Pro Cũ 512Gb,,,,19290000,4GB,,,512GB,5.8 inch, OLED,,,cũ,,,,
37,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-pro-64gb-moi,iPhone 11 Pro 64GB,,,,21990000,4GB,,,64GB,5.8 inch, OLED,,,mới,,,,
38,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-pro-512gb-moi,iPhone 11 Pro 512GB,,,,30990000,4GB,,,512GB,5.8 inch, OLED,,,mới,,,,
39,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-pro-256gb-moi,iPhone 11 Pro 256GB,,,,25890000,4GB,,,256GB,5.8 inch, OLED,,,mới,,,,
40,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-128gb-cu,iPhone 11 128Gb,,,,14490000,4GB,12 MP,,128GB,6.1 inch,"IPS LCD , es",,,cũ,,,,
41,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-pro-max-256gb-moi,iPhone 11 Pro Max 256GB,,,,28890000,4GB,,,256GB,6.5 inch, OLED,,,mới,,,,
42,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-256gb-cu,iPhone 11 256Gb,,,,15690000,4GB,12 MP,,256GB,6.1 inch,"IPS LCD , es",,,cũ,,,,
43,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-pro-max-256gb-cu,iPhone 11 Pro Max Cũ 256Gb,,,,22090000,4GB,,,256GB,6.5 inch, OLED,,,cũ,,,,
44,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-pro-max-512gb-cu,iPhone 11 Pro Max Cũ 512Gb,,,,23090000,4GB,,,512GB,6.5 inch, OLED,,,cũ,,,,
45,,ngẫu nhiên,Apple A13 Bionic,,,https://didongthongminh.vn/iphone-11-pro-max-512gb-moi,iPhone 11 Pro Max 512GB,,,,32890000,4GB,,,512GB,6.5 inch, OLED,,,mới,,,,
46,,ngẫu nhiên,Apple A11 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-x-64gb-cu-nguyen-ban,iPhone X Cũ 64GB,,,,9490000,3GB,12 MP,,64GB,"5.8""",Super Retina OLED ,,,cũ,,,,
47,,ngẫu nhiên,Apple A11 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-x-256gb-cu-nguyen-ban,iPhone X Cũ 256GB,,,,11390000,3GB,12 MP,,256GB,"5.8""",Super Retina OLED ,,,cũ,,,,
48,,ngẫu nhiên,Apple A12 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-xs-256gb-cu-nguyen-ban,iPhone XS Cũ 256Gb,,,,11290000,4GB,12 MP,,256GB,"5.8""", Super Retina HD,,,cũ,,,,
49,,ngẫu nhiên,Apple A12 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-xs-max-256gb-cu-nguyen-ban,iPhone Xs Max Cũ 256GB,,,,13490000,4GB,12 MP,,256GB,"6.5""", Super Retina HD,,,cũ,,,,
50,,ngẫu nhiên,Apple A12 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-xr-64gb-cu-dep-nhu-moi,iPhone XR Cũ 64Gb,,,,8990000,3GB,12 MP,,64GB,6.1 inch,"IPS LCD , es",,,cũ,,,,
51,,ngẫu nhiên,Apple A10 Fusion,7.0 MP,,https://didongthongminh.vn/iphone-7-chinh-hang-fpt-vna-p1978,iPhone 7 32Gb,,,,5590000,2GB,12 MP,,32GB,"4.7""","IPS LCD, , HD",,,mới,,,,
52,,ngẫu nhiên,Apple A11 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-8-256gb-cu-quoc-te,iPhone 8 Cũ 256Gb,,,,6490000,2GB,12 MP,,256GB,"4.7""","IPS LCD, , qHD",,,cũ,,,,
53,,ngẫu nhiên,Apple A10 Fusion,7.0 MP,,https://didongthongminh.vn/iphone-7-256gb-cu-nguyen-ban,iPhone 7 Cũ 256Gb,,,,4490000,2GB,12 MP,,256GB,"4.7""","IPS LCD, , HD",,,cũ,,,,
54,,ngẫu nhiên,Apple A11 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-8-plus-128gb-cu-nguyen-ban,iPhone 8 Plus Cũ 256Gb,,,,8790000,3GB,12 MP,,256GB,"5.5""","IPS LCD, , Retina HD",,,cũ,,,,
55,,ngẫu nhiên,Apple A10 Fusion,7.0 MP,,https://didongthongminh.vn/iphone-7-plus-128gb-cu-nguyen-ban,iPhone 7 Plus Cũ 128Gb,,,,6290000,3GB,12 MP,,128GB,"5.5""","IPS LCD, , Full HD",,,cũ,,,,
56,,ngẫu nhiên,Apple A10 Fusion,7.0 MP,,https://didongthongminh.vn/iphone-7-plus-256gb-cu-nguyen-ban,iPhone 7 Plus Cũ 256Gb,,,,6590000,3GB,12 MP,,256GB,"5.5""","IPS LCD, , Full HD",,,cũ,,,,
57,,ngẫu nhiên,Dual-core 1.4 GHz Typhoon (ARM v8-based),1.2 MP,,https://didongthongminh.vn/iphone-6-16gb-cu-qsd-99-p1353,iPhone 6 Cũ 16GB,,,,2290000,1GB,8.0 MP,,16GB,"4.7""","IPS LCD, , HD",,,cũ,,,,
58,,ngẫu nhiên,Apple A11 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-8-plus-chua-active-chinh-hang-p2326,iPhone 8 Plus 64Gb,,,,11590000,3GB,12 MP,,64GB,"5.5""","IPS LCD, , Retina HD",,,mới,,,,
59,,ngẫu nhiên,Dual-core 1.4 GHz Typhoon (ARM v8-based),1.2 MP,,https://didongthongminh.vn/iphone-6-32gb-cu-nguyen-ban,iPhone 6 Cũ 32GB,,,,2790000,1GB,8.0 MP,,32GB,"4.7""","IPS LCD, , HD",,,cũ,,,,
60,,ngẫu nhiên,Dual-core 1.4 GHz Typhoon (ARM v8-based),1.2 MP,,https://didongthongminh.vn/iphone-6-64gb-cu-nguyen-ban,iPhone 6 Cũ 64Gb,,,,2990000,1GB,8.0 MP,,64GB,"4.7""","IPS LCD, , HD",,,cũ,,,,
61,,ngẫu nhiên,Dual-core 1.4 GHz Typhoon (ARM v8-based),1.2 MP,,https://didongthongminh.vn/iphone-6-128gb-cu-qsd-p2363,iPhone 6 Cũ 128GB,,,,3390000,1GB,8.0 MP,,128GB,"4.7""","IPS LCD, , HD",,,cũ,,,,
62,,ngẫu nhiên,Apple A11 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-8-plus-256gb-moi-chinh-hang,iPhone 8 Plus 256Gb,,,,13590000,3GB,12 MP,,256GB,"5.5""","IPS LCD, , Retina HD",,,mới,,,,
63,,ngẫu nhiên,Apple A10 Fusion,7.0 MP,,https://didongthongminh.vn/iphone-7-128gb-cu-nguyen-ban,iPhone 7 Cũ 128Gb,,,,4090000,2GB,12 MP,,128GB,"4.7""","IPS LCD, , HD",,,cũ,,,,
64,,ngẫu nhiên,Apple A9,1.2 MP,,https://didongthongminh.vn/iphone-se-32gb-cu-nguyen-ban,iPhone SE Cũ 32Gb,,,,2390000,2GB,12 MP,,32GB,"4.0""","IPS LCD, , DVGA",,,cũ,,,,
65,,ngẫu nhiên,Apple A9,5.0 MP,,https://didongthongminh.vn/iphone-6s-32gb-cu-nguyen-ban,iPhone 6S Cũ 32GB,,,,2990000,2GB,12 MP,,32GB,"4.7""","IPS LCD, , HD",,,cũ,,,,
66,,ngẫu nhiên,Apple A9,1.2 MP,,https://didongthongminh.vn/iphone-se-64gb-cu-nguyen-ban,iPhone SE Cũ 64Gb,,,,2590000,2GB,12 MP,,64GB,"4.0""","IPS LCD, , DVGA",,,cũ,,,,
67,,ngẫu nhiên,Apple A9,5.0 MP,,https://didongthongminh.vn/iphone-6s-64gb-cu-nguyen-ban,iPhone 6S Cũ 64GB,,,,3190000,2GB,12 MP,,64GB,"4.7""","IPS LCD, , HD",,,cũ,,,,
68,,ngẫu nhiên,Apple A9,5.0 MP,,https://didongthongminh.vn/iphone-6s-cu-128gb-quoc-te,iPhone 6S Cũ 128GB,,,,3590000,2GB,12 MP,,128GB,"4.7""","IPS LCD, , HD",,,cũ,,,,
69,,ngẫu nhiên,Apple A9,1.2 MP,,https://didongthongminh.vn/iphone-se-cu-128gb-nguyen-ban,iPhone SE Cũ 128Gb,,,,2790000,2GB,12 MP,,128GB,"4.0""","IPS LCD, , DVGA",,,cũ,,,,
70,,ngẫu nhiên,Apple A9,5.0 MP,,https://didongthongminh.vn/iphone-6s-plus-quoc-te-cu-99-p1883,iPhone 6S Plus Cũ 16Gb,,,,3990000,2GB,12 MP,,16GB,"5.5""","IPS LCD, , Full HD",,,cũ,,,,
71,,ngẫu nhiên,Apple A9,5.0 MP,,https://didongthongminh.vn/iphone-6s-plus-32g-cu-nguyen-ban,iPhone 6S Plus Cũ 32Gb,,,,4390000,2GB,12 MP,,32GB,"5.5""","IPS LCD, , Full HD",,,cũ,,,,
72,,ngẫu nhiên,Apple A9,5.0 MP,,https://didongthongminh.vn/iphone-6s-plus-64g-cu-nguyen-ban,iPhone 6S Plus Cũ 64Gb,,,,4790000,2GB,12 MP,,64GB,"5.5""","IPS LCD, , Full HD",,,cũ,,,,
73,,ngẫu nhiên,Apple A9,5.0 MP,,https://didongthongminh.vn/iphone-6s-plus-128g-cu-nguyen-ban,iPhone 6s Plus Cũ 128Gb,,,,5090000,2GB,12 MP,,128GB,"5.5""","IPS LCD, , Full HD",,,cũ,,,,
74,,ngẫu nhiên,Apple A10 Fusion,7.0 MP,,https://didongthongminh.vn/iphone-7-plus-chua-active-vna-p2280,iPhone 7 Plus 32Gb,,,,7790000,3GB,12 MP,,32GB,"5.5""","IPS LCD, , Full HD",,,mới,,,,
75,,ngẫu nhiên,Apple A8,1.2 MP,,https://didongthongminh.vn/iphone-6-plus-cu-qsd-99-p1172,iPhone 6 Plus Cũ 16GB,,,,2790000,1GB,8.0 MP,,16GB,"5.5""","IPS LCD, , Full HD",,,cũ,,,,
76,,ngẫu nhiên,Apple A8,1.2 MP,,https://didongthongminh.vn/iphone-6-plus-64gb-cu-nguyen-ban,iPhone 6 Plus Cũ 64GB,,,,3390000,1GB,8.0 MP,,64GB,"5.5""","IPS LCD, , Full HD",,,cũ,,,,
77,,ngẫu nhiên,Apple A11 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-8-chua-active-chinh-hang-p2325,iPhone 8 64Gb,,,,9590000,2GB,12 MP,,64GB,"4.7""","IPS LCD, , qHD",,,mới,,,,
78,,ngẫu nhiên,Apple A11 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-x-chinh-hang-p2324,iPhone X Mới 64Gb,,,,10590000,3GB,12 MP,,64GB,"5.8""",Super Retina OLED ,,,mới,,,,
79,,ngẫu nhiên,Apple A12 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-xs-max-256gb-moi-chinh-hang,iPhone XS Max 256Gb,,,,15990000,4GB,12 MP,,256GB,"6.5""", Super Retina HD,,,mới,,,,
80,,ngẫu nhiên,Apple A12 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-xs-64gb-moi-chinh-hang,iPhone XS 64Gb,,,,13990000,4GB,12 MP,,64GB,"5.8""", Super Retina HD,,,mới,,,,
81,,ngẫu nhiên,Apple A12 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-xs-256gb-moi-chinh-hang,iPhone XS 256Gb,,,,15990000,4GB,12 MP,,256GB,"5.8""", Super Retina HD,,,mới,,,,
82,,ngẫu nhiên,Apple A12 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-xr-128gb-moi-chinh-hang,iPhone XR 128Gb,,,,13350000,3GB,12 MP,,128GB,6.1 inch,"IPS LCD , es",,,mới,,,,
83,,ngẫu nhiên,Apple A10 Fusion,7.0 MP,,https://didongthongminh.vn/iphone-7-plus-128gb-moi-chinh-hang,iPhone 7 Plus 128Gb,,,,11390000,3GB,12 MP,,128GB,"5.5""","IPS LCD, , Full HD",,,mới,,,,
84,,ngẫu nhiên,Apple A10 Fusion,7.0 MP,,https://didongthongminh.vn/iphone-7-128gb-moi-chinh-hang,iPhone 7 128Gb,,,,6890000,2GB,12 MP,,128GB,"4.7""","IPS LCD, , HD",,,mới,,,,
85,,ngẫu nhiên,Apple A8,1.2 MP,,https://didongthongminh.vn/iphone-6-plus-128gb-cu-nguyen-ban,iPhone 6 Plus Cũ 128GB,,,,3890000,1GB,8.0 MP,,128GB,"5.5""","IPS LCD, , Full HD",,,cũ,,,,
86,,ngẫu nhiên,Apple A12 Bionic,7.0 MP,,https://didongthongminh.vn/iphone-xs-max-64gb-moi-chinh-hang,iPhone XS Max 64Gb,,,,14990000,4GB,12 MP,,64GB,"6.5""", Super Retina HD,,,mới,,,,
87,,ngẫu nhiên,Apple A9,5.0 MP,,https://didongthongminh.vn/iphone-6s-32g-chinh-hang-fpt-p2013,iPhone 6S Mới 32GB,,,,7390000,2GB,12 MP,,32GB,"4.7""","IPS LCD, , HD",,,mới,,,,
88,,ngẫu nhiên,Apple A9,5.0 MP,,https://didongthongminh.vn/iphone-6s-64gb-moi-chinh-hang,iPhone 6S Mới 64Gb,,,,9090000,2GB,12 MP,,64GB,"4.7""","IPS LCD, , HD",,,mới,,,,
89,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-12-pro-max-512gb-chinh-hang-vn-a,iPhone 12 Pro Max - 512GB,iOS 14,,,37490000,6GB,,"1284 x 2778 Pixels, 3 camera 12 MP, 12 MP",512GB,"6.7""",OLED,,,mới,,228 g,,
90,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-12-pro-max-128gb-chinh-hang-vn-a,iPhone 12 Pro Max - 128GB,iOS 14,,,28790000,6GB,,"1284 x 2778 Pixels, 3 camera 12 MP, 12 MP",128GB,"6.7""",OLED,,,mới,,228 g,,
91,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-12-pro-max-256gb-chinh-hang-vn-a,iPhone 12 Pro Max - 256GB,iOS 14,,,31550000,6GB,,"1284 x 2778 Pixels, 3 camera 12 MP, 12 MP",256GB,"6.7""",OLED,,,mới,,228 g,,
92,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-12-pro-128gb-chinh-hang-vn-a,iPhone 12 Pro - 128GB,iOS 14,,,26450000,6GB,,"1284 x 2778 Pixels, 3 camera 12 MP, 12 MP",128GB,"6.1""",OLED,,,mới,,189 g,,
93,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-12-pro-512gb-chinh-hang-vn-a,iPhone 12 Pro - 512GB,iOS 14,,,33890000,6GB,,"1284 x 2778 Pixels, 3 camera 12 MP, 12 MP",512GB,"6.1""",OLED,,,mới,,189 g,,
94,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-12-pro-256gb-chinh-hang-vn-a,iPhone 12 Pro - 256GB,iOS 14,,,28350000,6GB,,"1284 x 2778 Pixels, 3 camera 12 MP, 12 MP",256GB,"6.1""",OLED,,,mới,,189 g,,
95,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-12-64gb-chinh-hang-vn-a,iPhone 12 - Chính hãng VN/A,iOS 14,,,19290000,4GB,,"1170 x 2532 Pixels, 2 camera 12 MP, 12 MP",64GB,"6.1""",OLED,,,mới,,164 g,,
96,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-12-256gb-chinh-hang-vn-a,iPhone 12 - 256GB,iOS 14,,,23990000,4GB,,"1170 x 2532 Pixels, 2 camera 12 MP, 12 MP",256GB,"6.1""",OLED,,,mới,,164 g,,
97,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-12-128gb-chinh-hang-vn-a,iPhone 12 - 128GB,iOS 14,,,20990000,4GB,,"1170 x 2532 Pixels, 2 camera 12 MP, 12 MP",128GB,"6.1""",OLED,,,mới,,164 g,,
98,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-12-mini-256gb-chinh-hang-vn-a,iPhone 12 mini - 256GB,iOS 14,,,21990000,4GB,,"Full HD+ (1080 x 2340 Pixels), 2 camera 12 MP, 12 MP",256GB,"5.4""",OLED,,,mới,,135 g,,
99,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-12-mini-128gb-chinh-hang-vn-a,iPhone 12 mini - 128GB,iOS 14,,,17990000,4GB,,"Full HD+ (1080 x 2340 Pixels), 2 camera 12 MP, 12 MP",128GB,"5.4""",OLED,,,mới,,135 g,,
100,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-12-mini-64gb-chinh-hang-vn-a,iPhone 12 mini - Chính hãng VN/A,iOS 14,,,15950000,4GB,,"Full HD+ (1080 x 2340 Pixels), 2 camera 12 MP, 12 MP",64GB,"5.4""",OLED,,,mới,,135 g,,
101,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/iphone-11-256gb-chinh-hang-vn-a,iPhone 11 - 256GB,,,,21690000,4GB,,"828 x 1792 Pixels, Chính 12 MP & Phụ 12 MP, 12 MP",256GB,"6.1""",IPS LCD,,,mới,,194 g,,
102,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/iphone-11-128gb-chinh-hang-vn-a,iPhone 11 - 128GB,iOS 14,,,17290000,4GB,,"828 x 1792 Pixels, 2 camera 12 MP, 12 MP",128GB,"6.1""",IPS LCD,,,mới,,194 g,,
103,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/iphone-11-64gb-chinh-hang-vn-a,iPhone 11 - 64GB,iOS 14,,,15680000,4GB,,"828 x 1792 Pixels, 2 camera 12 MP, 12 MP",64GB,"6.1""",IPS LCD,,,mới,,194 g,,
104,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/iphone-xr-128gb-chinh-hang-vn-a,iPhone XR - 128GB,iOS 12,,,13390000,3GB,,"828 x 1792 Pixels, 12 MP, 7 MP",128GB,"6.1""",IPS LCD,,,mới,,194 g,,
105,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/iphone-xr-64gb-chinh-hang-vn-a,iPhone XR - 64GB,iOS 12,,,11380000,3GB,,"828 x 1792 Pixels, 12 MP, 7 MP",64GB,"6.1""",IPS LCD,,,mới,,194 g,,
106,,ngẫu nhiên,,,,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-12-mini-128gb-phien-ban-mau-tim-chinh-hang-vn-a,iPhone 12 mini - 128GB,iOS 14,,,17990000,4GB,,"Full HD+ (1080 x 2340 Pixels), 2 camera 12 MP, 12 MP",128GB,,OLED,,,mới,,,,
