product_id,bluetooth,color,cpu,front_cam,gpu,link,name,os,pin,port,price,ram,rear_cam,resolution,rom,screensize,screentech,sim,size,status,tech,weight,wifi,bluetoorh
1478,,Xám,Apple A12 Bionic (7 nm),,Apple GPU (4-core graphics),https://didongthongminh.vn/ipad-air-3-cu-64gb-wifi-4g-2019,iPad Air 3 10.5 64GB,,,,12590000,3GB,,,64GB,10.5 inch,"es, 341.4 cm2 (~78.3% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",e-sim,,cũ,,,,
1479,,Đen,Apple A9X,,GPU PowerVR Series 7XT,https://didongthongminh.vn/ipad-pro-9-7-32gb-cu-only-wif,iPad Pro 9.7 32Gb,,,,5990000,2GB,12 MP,,32GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),wifi only,,cũ,,,,
1480,,Hồng,Apple A9X,,GPU PowerVR Series 7XT,https://didongthongminh.vn/ipad-pro-9-7-32gb-cu-only-wif,iPad Pro 9.7 32Gb,,,,5990000,2GB,12 MP,,32GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),wifi only,,cũ,,,,
1481,,Trắng,Apple A9X,,GPU PowerVR Series 7XT,https://didongthongminh.vn/ipad-pro-9-7-32gb-cu-only-wif,iPad Pro 9.7 32Gb,,,,5990000,2GB,12 MP,,32GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),wifi only,,cũ,,,,
1482,,Vàng,Apple A9X,,GPU PowerVR Series 7XT,https://didongthongminh.vn/ipad-pro-9-7-32gb-cu-only-wif,iPad Pro 9.7 32Gb,,,,5990000,2GB,12 MP,,32GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),wifi only,,cũ,,,,
1483,,Đen,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-128gb-cu-only-wifi,iPad Air 2 128GB,,,,6290000,2GB,8.0 MP,,128GB,"9.7""","IPS LCD, , HD",wifi only,,cũ,,,,
1484,,Trắng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-128gb-cu-only-wifi,iPad Air 2 128GB,,,,6290000,2GB,8.0 MP,,128GB,"9.7""","IPS LCD, , HD",wifi only,,cũ,,,,
1485,,Vàng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-128gb-cu-only-wifi,iPad Air 2 128GB,,,,6290000,2GB,8.0 MP,,128GB,"9.7""","IPS LCD, , HD",wifi only,,cũ,,,,
1486,,Bạc,Apple A12Z Bionic,,,https://didongthongminh.vn/ipad-pro-11-2020,iPad Pro 11 2020,,,,26000000,6GB,12 MP+10 MP,,128GB,11.0 inch,"es, IPS LCD capacitive touchscreen, 16M colors",,,mới,,,,
1487,,Bạc,Apple A12Z Bionic,,,https://didongthongminh.vn/ipad-pro-11-2020,iPad Pro 11 2020,,,,26000000,6GB,12 MP+10 MP,,256GB,11.0 inch,"es, IPS LCD capacitive touchscreen, 16M colors",,,mới,,,,
1488,,Bạc,Apple A12Z Bionic,,,https://didongthongminh.vn/ipad-pro-11-2020,iPad Pro 11 2020,,,,26000000,6GB,12 MP+10 MP,,512GB,11.0 inch,"es, IPS LCD capacitive touchscreen, 16M colors",,,mới,,,,
1489,,Xám,Apple A12Z Bionic,,,https://didongthongminh.vn/ipad-pro-11-2020,iPad Pro 11 2020,,,,26000000,6GB,12 MP+10 MP,,128GB,11.0 inch,"es, IPS LCD capacitive touchscreen, 16M colors",,,mới,,,,
1490,,Xám,Apple A12Z Bionic,,,https://didongthongminh.vn/ipad-pro-11-2020,iPad Pro 11 2020,,,,26000000,6GB,12 MP+10 MP,,256GB,11.0 inch,"es, IPS LCD capacitive touchscreen, 16M colors",,,mới,,,,
1491,,Xám,Apple A12Z Bionic,,,https://didongthongminh.vn/ipad-pro-11-2020,iPad Pro 11 2020,,,,26000000,6GB,12 MP+10 MP,,512GB,11.0 inch,"es, IPS LCD capacitive touchscreen, 16M colors",,,mới,,,,
1492,,Trắng,Apple A12 Bionic (7 nm),,,https://didongthongminh.vn/ipad-mini-5-64gb-wifi-4g-2019-moi-tran,iPad Mini 5 64GB,,,,10690000,3GB,,,64GB,7.9 inch,"es, 193.3 cm2 (~70.6% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",e-sim,,mới,,,,
1493,,Vàng,Apple A12 Bionic (7 nm),,,https://didongthongminh.vn/ipad-mini-5-64gb-wifi-4g-2019-moi-tran,iPad Mini 5 64GB,,,,10690000,3GB,,,64GB,7.9 inch,"es, 193.3 cm2 (~70.6% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",e-sim,,mới,,,,
1494,,Xám,Apple A12 Bionic (7 nm),,,https://didongthongminh.vn/ipad-mini-5-64gb-wifi-4g-2019-moi-tran,iPad Mini 5 64GB,,,,10690000,3GB,,,64GB,7.9 inch,"es, 193.3 cm2 (~70.6% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",e-sim,,mới,,,,
1495,,Đen,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-moi-cpo-only-wifi,iPad Pro 10.5 64GB,,,,12290000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,mới,,,,
1496,,Hồng,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-moi-cpo-only-wifi,iPad Pro 10.5 64GB,,,,12290000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,mới,,,,
1497,,Trắng,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-moi-cpo-only-wifi,iPad Pro 10.5 64GB,,,,12290000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,mới,,,,
1498,,Vàng,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-moi-cpo-only-wifi,iPad Pro 10.5 64GB,,,,12290000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,mới,,,,
1499,,Đen,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-cu-4g,iPad Pro 10.5 Cũ 64GB,,,,8990000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,cũ,,,,
1500,,Hồng,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-cu-4g,iPad Pro 10.5 Cũ 64GB,,,,8990000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,cũ,,,,
1501,,Trắng,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-cu-4g,iPad Pro 10.5 Cũ 64GB,,,,8990000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,cũ,,,,
1502,,Vàng,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-cu-4g,iPad Pro 10.5 Cũ 64GB,,,,8990000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,cũ,,,,
1503,,Đen,Apple A7,,,https://didongthongminh.vn/ipad-mini-2-16gb-p1259,iPad Mini 2 16Gb,,,,3590000,1GB,5.0 MP,,16GB,"7.9""","IPS LCD, , Retina",e-sim,,cũ,,,,
1504,,Trắng,Apple A7,,,https://didongthongminh.vn/ipad-mini-2-16gb-p1259,iPad Mini 2 16Gb,,,,3590000,1GB,5.0 MP,,16GB,"7.9""","IPS LCD, , Retina",e-sim,,cũ,,,,
1505,,Trắng,Apple A8X,,GPU PowerVR GXA6850,https://didongthongminh.vn/ipad-air-2-128gb-cu-4g-wifi,iPad Air 2 128GB,,,,7090000,2GB,8.0 MP,,128GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),e-sim,,cũ,,,,
1506,,Vàng,Apple A8X,,GPU PowerVR GXA6850,https://didongthongminh.vn/ipad-air-2-128gb-cu-4g-wifi,iPad Air 2 128GB,,,,7090000,2GB,8.0 MP,,128GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),e-sim,,cũ,,,,
1507,,Xám,Apple A8X,,GPU PowerVR GXA6850,https://didongthongminh.vn/ipad-air-2-128gb-cu-4g-wifi,iPad Air 2 128GB,,,,7090000,2GB,8.0 MP,,128GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),e-sim,,cũ,,,,
1508,,Đen,Apple A7,,,https://didongthongminh.vn/ipad-mini-2-32gb-cu-only-wifi,iPad Mini 2 32GB,,,,3490000,1GB,5.0 MP,,32GB,"7.9""","IPS LCD, , Retina",wifi only,,cũ,,,,
1509,,Trắng,Apple A7,,,https://didongthongminh.vn/ipad-mini-2-32gb-cu-only-wifi,iPad Mini 2 32GB,,,,3490000,1GB,5.0 MP,,32GB,"7.9""","IPS LCD, , Retina",wifi only,,cũ,,,,
1510,,Đen,Apple A7,,,https://didongthongminh.vn/ipad-mini-3-16gb-cu-only-wifi,iPad Mini 3 16GB,,,,4090000,1GB,5.0 MP,,16GB,"7.9""","IPS LCD, , Retina",wifi only,,cũ,,,,
1511,,Trắng,Apple A7,,,https://didongthongminh.vn/ipad-mini-3-16gb-cu-only-wifi,iPad Mini 3 16GB,,,,4090000,1GB,5.0 MP,,16GB,"7.9""","IPS LCD, , Retina",wifi only,,cũ,,,,
1512,,Vàng,Apple A7,,,https://didongthongminh.vn/ipad-mini-3-16gb-cu-only-wifi,iPad Mini 3 16GB,,,,4090000,1GB,5.0 MP,,16GB,"7.9""","IPS LCD, , Retina",wifi only,,cũ,,,,
1513,,Đen,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-4g-chinh-hang,iPad Pro 10.5 64GB,,,,18990000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,mới,,,,
1514,,Hồng,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-4g-chinh-hang,iPad Pro 10.5 64GB,,,,18990000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,mới,,,,
1515,,Trắng,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-4g-chinh-hang,iPad Pro 10.5 64GB,,,,18990000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,mới,,,,
1516,,Vàng,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-4g-chinh-hang,iPad Pro 10.5 64GB,,,,18990000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,mới,,,,
1517,,Bạc,Apple A12X Bionic (7 nm),,,https://didongthongminh.vn/ipad-pro-11-2018-64gb-4g-wifi-moi-chinh-hang,iPad Pro 11 inch 2018 64GB,,,,23190000,4GB,12 MP,,64GB,11 inch,"LED-backlit IPS LCD, capacitive touchscreen, 16M colors",e-sim,,mới,,,,
1518,,Xám,Apple A12X Bionic (7 nm),,,https://didongthongminh.vn/ipad-pro-11-2018-64gb-4g-wifi-moi-chinh-hang,iPad Pro 11 inch 2018 64GB,,,,23190000,4GB,12 MP,,64GB,11 inch,"LED-backlit IPS LCD, capacitive touchscreen, 16M colors",e-sim,,mới,,,,
1519,,Đen,Apple A10 Fusion,,PowerVR Series7XT Plus,https://didongthongminh.vn/ipad-2018-32gb-only-wifi-moi-chinh-hang,iPad 2018 32GB,,,,7190000,2GB,8.0 MP,,32GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),wifi only,,mới,,,,
1520,,Trắng,Apple A10 Fusion,,PowerVR Series7XT Plus,https://didongthongminh.vn/ipad-2018-32gb-only-wifi-moi-chinh-hang,iPad 2018 32GB,,,,7190000,2GB,8.0 MP,,32GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),wifi only,,mới,,,,
1521,,Vàng,Apple A10 Fusion,,PowerVR Series7XT Plus,https://didongthongminh.vn/ipad-2018-32gb-only-wifi-moi-chinh-hang,iPad 2018 32GB,,,,7190000,2GB,8.0 MP,,32GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),wifi only,,mới,,,,
1522,,Trắng,Apple A12 Bionic (7 nm),,Apple GPU (4-core graphics),https://didongthongminh.vn/ipad-air-3-10-5-256gb-wifi-4g-2019-moi-chinh-hang,iPad Air 3 10.5 256GB,,,,19490000,3GB,,,256GB,10.5 inch,"es, 341.4 cm2 (~78.3% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",e-sim,,mới,,,,
1523,,Vàng,Apple A12 Bionic (7 nm),,Apple GPU (4-core graphics),https://didongthongminh.vn/ipad-air-3-10-5-256gb-wifi-4g-2019-moi-chinh-hang,iPad Air 3 10.5 256GB,,,,19490000,3GB,,,256GB,10.5 inch,"es, 341.4 cm2 (~78.3% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",e-sim,,mới,,,,
1524,,Xám,Apple A12 Bionic (7 nm),,Apple GPU (4-core graphics),https://didongthongminh.vn/ipad-air-3-10-5-256gb-wifi-4g-2019-moi-chinh-hang,iPad Air 3 10.5 256GB,,,,19490000,3GB,,,256GB,10.5 inch,"es, 341.4 cm2 (~78.3% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",e-sim,,mới,,,,
1525,,Đen,Apple A8,,,https://didongthongminh.vn/ipad-mini-4-chinh-hang-16gb-4g-wifi,iPad Mini 4 16GB,,,,9590000,2GB,8.0 MP,,16GB,"7.9""","IPS LCD, , Retina",e-sim,,mới,,,,
1526,,Trắng,Apple A8,,,https://didongthongminh.vn/ipad-mini-4-chinh-hang-16gb-4g-wifi,iPad Mini 4 16GB,,,,9590000,2GB,8.0 MP,,16GB,"7.9""","IPS LCD, , Retina",e-sim,,mới,,,,
1527,,Vàng,Apple A8,,,https://didongthongminh.vn/ipad-mini-4-chinh-hang-16gb-4g-wifi,iPad Mini 4 16GB,,,,9590000,2GB,8.0 MP,,16GB,"7.9""","IPS LCD, , Retina",e-sim,,mới,,,,
1528,,Trắng,Apple A12 Bionic (7 nm),,,https://didongthongminh.vn/ipad-mini-5-256gb-wifi-4g-2019-moi-chinh-hang,iPad Mini 5 256GB,,,,17490000,3GB,,,256GB,7.9 inch,"es, 193.3 cm2 (~70.6% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",e-sim,,mới,,,,
1529,,Vàng,Apple A12 Bionic (7 nm),,,https://didongthongminh.vn/ipad-mini-5-256gb-wifi-4g-2019-moi-chinh-hang,iPad Mini 5 256GB,,,,17490000,3GB,,,256GB,7.9 inch,"es, 193.3 cm2 (~70.6% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",e-sim,,mới,,,,
1530,,Xám,Apple A12 Bionic (7 nm),,,https://didongthongminh.vn/ipad-mini-5-256gb-wifi-4g-2019-moi-chinh-hang,iPad Mini 5 256GB,,,,17490000,3GB,,,256GB,7.9 inch,"es, 193.3 cm2 (~70.6% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",e-sim,,mới,,,,
1531,,Đen,Apple A6X,1.2 MP,,https://didongthongminh.vn/ipad-4-64gb-3g-wifi-troi-bao-hanh-moi-tran,iPad 4 64GB,,,,4690000,1GB,5.0 MP,,64GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1532,,Trắng,Apple A6X,1.2 MP,,https://didongthongminh.vn/ipad-4-64gb-3g-wifi-troi-bao-hanh-moi-tran,iPad 4 64GB,,,,4690000,1GB,5.0 MP,,64GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1533,,Đen,Apple A10 Fusion,,PowerVR Series7XT Plus,https://didongthongminh.vn/ipad-2018-32g-wifi-moi-chua-active-fullbox,iPad 2018 32GB,,,,7090000,2GB,8.0 MP,,32GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),wifi only,,mới,,,,
1534,,Trắng,Apple A10 Fusion,,PowerVR Series7XT Plus,https://didongthongminh.vn/ipad-2018-32g-wifi-moi-chua-active-fullbox,iPad 2018 32GB,,,,7090000,2GB,8.0 MP,,32GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),wifi only,,mới,,,,
1535,,Vàng,Apple A10 Fusion,,PowerVR Series7XT Plus,https://didongthongminh.vn/ipad-2018-32g-wifi-moi-chua-active-fullbox,iPad 2018 32GB,,,,7090000,2GB,8.0 MP,,32GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),wifi only,,mới,,,,
1536,,Đen,Apple A6X,1.2 MP,,https://didongthongminh.vn/ipad-4-32gb-3g-wifi-troi-bao-hanh-moi-tran,iPad 4 32GB,,,,4290000,1GB,5.0 MP,,32GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1537,,Trắng,Apple A6X,1.2 MP,,https://didongthongminh.vn/ipad-4-32gb-3g-wifi-troi-bao-hanh-moi-tran,iPad 4 32GB,,,,4290000,1GB,5.0 MP,,32GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1538,,Đen,Apple A6X,1.2 MP,,https://didongthongminh.vn/ipad-4-16g-3g-wifi-troi-bao-hanh-moi-tran,iPad 4 16GB,,,,3890000,1GB,5.0 MP,,16GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1539,,Trắng,Apple A6X,1.2 MP,,https://didongthongminh.vn/ipad-4-16g-3g-wifi-troi-bao-hanh-moi-tran,iPad 4 16GB,,,,3890000,1GB,5.0 MP,,16GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1540,,Đen,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-4g-wifi-troi-bao-hanh-moi-tran,iPad Air 2 64GB,,,,7690000,2GB,8.0 MP,,64GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1541,,Trắng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-4g-wifi-troi-bao-hanh-moi-tran,iPad Air 2 64GB,,,,7690000,2GB,8.0 MP,,64GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1542,,Vàng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-4g-wifi-troi-bao-hanh-moi-tran,iPad Air 2 64GB,,,,7690000,2GB,8.0 MP,,64GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1543,,Đen,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-32gb-4g-wifi-troi-bao-hanh-moi-tran,iPad Air 2 32GB,,,,7290000,2GB,8.0 MP,,32GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1544,,Trắng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-32gb-4g-wifi-troi-bao-hanh-moi-tran,iPad Air 2 32GB,,,,7290000,2GB,8.0 MP,,32GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1545,,Vàng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-32gb-4g-wifi-troi-bao-hanh-moi-tran,iPad Air 2 32GB,,,,7290000,2GB,8.0 MP,,32GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1546,,Đen,Apple A8,,,https://didongthongminh.vn/ipad-mini-4-cu-p1737,iPad Mini 4 16Gb,,,,5590000,2GB,8.0 MP,,16GB,"7.9""","IPS LCD, , Retina",e-sim,,cũ,,,,
1547,,Trắng,Apple A8,,,https://didongthongminh.vn/ipad-mini-4-cu-p1737,iPad Mini 4 16Gb,,,,5590000,2GB,8.0 MP,,16GB,"7.9""","IPS LCD, , Retina",e-sim,,cũ,,,,
1548,,Vàng,Apple A8,,,https://didongthongminh.vn/ipad-mini-4-cu-p1737,iPad Mini 4 16Gb,,,,5590000,2GB,8.0 MP,,16GB,"7.9""","IPS LCD, , Retina",e-sim,,cũ,,,,
1549,,Đen,Apple A9X,,,https://didongthongminh.vn/ipad-pro-9-7-128gb-moi-da-kich-hoat-4g-wifi,iPad Pro 9.7 128Gb,,,,9290000,2GB,12 MP,,128GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1550,,Hồng,Apple A9X,,,https://didongthongminh.vn/ipad-pro-9-7-128gb-moi-da-kich-hoat-4g-wifi,iPad Pro 9.7 128Gb,,,,9290000,2GB,12 MP,,128GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1551,,Trắng,Apple A9X,,,https://didongthongminh.vn/ipad-pro-9-7-128gb-moi-da-kich-hoat-4g-wifi,iPad Pro 9.7 128Gb,,,,9290000,2GB,12 MP,,128GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1552,,Vàng,Apple A9X,,,https://didongthongminh.vn/ipad-pro-9-7-128gb-moi-da-kich-hoat-4g-wifi,iPad Pro 9.7 128Gb,,,,9290000,2GB,12 MP,,128GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1553,,Đen,Apple A9X,,GPU PowerVR Series 7XT,https://didongthongminh.vn/ipad-pro-9-7-cu-128gb-4g-wifi,iPad Pro 9.7 128GB,,,,7990000,2GB,12 MP,,128GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),e-sim,,cũ,,,,
1554,,Hồng,Apple A9X,,GPU PowerVR Series 7XT,https://didongthongminh.vn/ipad-pro-9-7-cu-128gb-4g-wifi,iPad Pro 9.7 128GB,,,,7990000,2GB,12 MP,,128GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),e-sim,,cũ,,,,
1555,,Trắng,Apple A9X,,GPU PowerVR Series 7XT,https://didongthongminh.vn/ipad-pro-9-7-cu-128gb-4g-wifi,iPad Pro 9.7 128GB,,,,7990000,2GB,12 MP,,128GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),e-sim,,cũ,,,,
1556,,Vàng,Apple A9X,,GPU PowerVR Series 7XT,https://didongthongminh.vn/ipad-pro-9-7-cu-128gb-4g-wifi,iPad Pro 9.7 128GB,,,,7990000,2GB,12 MP,,128GB,9.7 inch,IPS LCD  Retina 2048×1536 pixel (264ppi),e-sim,,cũ,,,,
1557,,Đen,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-moi-cpo-4g-wifi,iPad Air 2 64GB,,,,7990000,2GB,8.0 MP,,16GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1558,,Đen,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-moi-cpo-4g-wifi,iPad Air 2 64GB,,,,7990000,2GB,8.0 MP,,32GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1559,,Đen,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-moi-cpo-4g-wifi,iPad Air 2 64GB,,,,7990000,2GB,8.0 MP,,64GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1560,,Đen,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-moi-cpo-4g-wifi,iPad Air 2 64GB,,,,7990000,2GB,8.0 MP,,128GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1561,,Trắng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-moi-cpo-4g-wifi,iPad Air 2 64GB,,,,7990000,2GB,8.0 MP,,16GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1562,,Trắng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-moi-cpo-4g-wifi,iPad Air 2 64GB,,,,7990000,2GB,8.0 MP,,32GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1563,,Trắng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-moi-cpo-4g-wifi,iPad Air 2 64GB,,,,7990000,2GB,8.0 MP,,64GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1564,,Trắng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-moi-cpo-4g-wifi,iPad Air 2 64GB,,,,7990000,2GB,8.0 MP,,128GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1565,,Vàng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-moi-cpo-4g-wifi,iPad Air 2 64GB,,,,7990000,2GB,8.0 MP,,16GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1566,,Vàng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-moi-cpo-4g-wifi,iPad Air 2 64GB,,,,7990000,2GB,8.0 MP,,32GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1567,,Vàng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-moi-cpo-4g-wifi,iPad Air 2 64GB,,,,7990000,2GB,8.0 MP,,64GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1568,,Vàng,Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-moi-cpo-4g-wifi,iPad Air 2 64GB,,,,7990000,2GB,8.0 MP,,128GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1569,,Đen,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-moi-da-kich-hoat,iPad Pro 10.5 64GB,,,,12690000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,mới,,,,
1570,,Hồng,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-moi-da-kich-hoat,iPad Pro 10.5 64GB,,,,12690000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,mới,,,,
1571,,Trắng,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-moi-da-kich-hoat,iPad Pro 10.5 64GB,,,,12690000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,mới,,,,
1572,,Vàng,Apple A10X Fusion,,,https://didongthongminh.vn/ipad-pro-10-5-64gb-moi-da-kich-hoat,iPad Pro 10.5 64GB,,,,12690000,4GB,12 MP,,64GB,"10.5""","IPS LCD,  1668 x 2224 pixels",e-sim,,mới,,,,
1573,,Đen,Apple A9X,,,https://didongthongminh.vn/ipad-pro-9-7-moi-da-kich-hoat-4g-wifi,iPad Pro 9.7 32Gb,,,,8090000,2GB,12 MP,,32GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1574,,Hồng,Apple A9X,,,https://didongthongminh.vn/ipad-pro-9-7-moi-da-kich-hoat-4g-wifi,iPad Pro 9.7 32Gb,,,,8090000,2GB,12 MP,,32GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1575,,Trắng,Apple A9X,,,https://didongthongminh.vn/ipad-pro-9-7-moi-da-kich-hoat-4g-wifi,iPad Pro 9.7 32Gb,,,,8090000,2GB,12 MP,,32GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1576,,Vàng,Apple A9X,,,https://didongthongminh.vn/ipad-pro-9-7-moi-da-kich-hoat-4g-wifi,iPad Pro 9.7 32Gb,,,,8090000,2GB,12 MP,,32GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1577,,Đen,Apple A7,,,https://didongthongminh.vn/ipad-air-4gwifi-fullbox-trung-bay-p1401,iPad Air 16Gb,,,,6090000,1GB,5.0 MP,,16GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
1578,,Trắng,Apple A7,,,https://didongthongminh.vn/ipad-air-4gwifi-fullbox-trung-bay-p1401,iPad Air 16Gb,,,,6090000,1GB,5.0 MP,,16GB,"9.7""","IPS LCD, , HD",e-sim,,mới,,,,
